request_creation_time;elb_status_code;target_status_code;time
2021-01-27T12:11:11.838000Z;200;200;2021-01-27T12:11:11.953246Z
2021-01-27T12:11:12.034000Z;200;200;2021-01-27T12:11:12.173212Z
2021-01-27T12:11:12.292000Z;200;200;2021-01-27T12:11:12.351547Z
2021-01-27T12:11:12.307000Z;200;200;2021-01-27T12:11:12.443939Z
2021-01-27T12:11:12.380000Z;200;200;2021-01-27T12:11:12.592175Z
2021-01-27T12:11:13.071000Z;200;200;2021-01-27T12:11:13.097380Z
2021-01-27T12:11:13.176000Z;200;200;2021-01-27T12:11:13.200293Z
2021-01-27T12:11:13.263000Z;200;200;2021-01-27T12:11:13.288012Z
2021-01-27T12:11:13.485000Z;200;200;2021-01-27T12:11:13.521954Z
2021-01-27T12:11:13.762000Z;200;200;2021-01-27T12:11:13.788581Z
2021-01-27T12:11:14.183000Z;200;200;2021-01-27T12:11:14.225977Z
2021-01-27T12:11:14.204000Z;200;200;2021-01-27T12:11:14.258824Z
2021-01-27T12:11:14.293000Z;200;200;2021-01-27T12:11:14.318552Z
2021-01-27T12:11:14.537000Z;200;200;2021-01-27T12:11:14.575957Z
